index,galaxyID,redshift,lum_disk_g_abs,lum_disk_r_abs,lum_disk_i_abs,lum_disk_z_abs,lum_bulge_g_abs,lum_bulge_r_abs,lum_bulge_i_abs,lum_bulge_z_abs,lum_disk_g,lum_disk_r,lum_disk_i,lum_disk_z,lum_bulge_g,lum_bulge_r,lum_bulge_i,lum_bulge_z,mag_g,mag_r,mag_i,mag_z,lum_g_abs,lum_r_abs,lum_i_abs,lum_z_abs,mag_g_,mag_r_,mag_i_,mag_z_,mag_bulge_g,mag_bulge_r,mag_bulge_i,mag_bulge_z,mag_disk_g,mag_disk_r,mag_disk_i,mag_disk_z,adu_bulge_g,adu_bulge_r,adu_bulge_i,adu_bulge_z,adu_disk_g,adu_disk_r,adu_disk_i,adu_disk_z,hlr_disk,hlr_bulge,sersic_disk,sersic_bulge,axisratio_disk,axisratio_bulge,beta,lum_bulge,lum_disk,bt_flux_ratio,bd_flux_ratio,sed_bulge_orig_g,sed_bulge_orig_r,sed_bulge_orig_i,sed_bulge_orig_z,sed_disk_orig_g,sed_disk_orig_r,sed_disk_orig_i,sed_disk_orig_z,histID,angledist
1512,1375009141,0.1449155295688664,183455000.0,253609570.0,297037440.0,337756770.0,128001660.0,247719300.0,336812960.0,410073700.0,3.970741915760365e-08,5.489183344258345e-08,6.429145839710533e-08,7.310484491104858e-08,2.770497035152685e-08,5.361692928889762e-08,7.290056218916863e-08,8.87572853847443e-08,17.795527,17.278713,17.024054,16.844513,311456670.0,501328860.0,633850400.0,747830460.0,17.78121687367123,17.264404072310146,17.009744419600185,16.830203308607754,18.74667145207089,18.029811157728847,17.69623972370785,17.482557072188076,18.35588671162289,18.00429798557919,17.832684292341884,17.693199886824306,31719.87149180552,61386.87661723922,83464.94480424268,101619.52747273965,45461.66269234972,62846.4579582339,73608.21446606476,83698.95683203619,1.3611537751647058,0.9685678554466648,1.0,4.0,0.96553123,0.99112636,134.11337,2.4297974721433735e-07,2.319955559083411e-07,0.511562907833083,1.0473464021784262,0.1140218280353708,0.2206643205060778,0.3000272427304645,0.3652866087280868,0.1711560443633368,0.2366070774659145,0.277123406284475,0.3151134718862737,2397,0.14891934282777977
1518,1375009223,0.1533523486891841,84684160.0,127733670.0,155369760.0,178776660.0,18473314.0,42067410.0,60132756.0,74190410.0,1.618879927001872e-08,2.4418435616353824e-08,2.9701538476018668e-08,3.417616032598874e-08,3.531484297225765e-09,8.04189134734463e-09,1.1495386199823409e-08,1.418274229433669e-08,19.115788,18.574686,18.315908,18.141878,103157470.0,169801090.0,215502510.0,252967070.0,19.10781331974965,18.56671281773549,18.307933291978653,18.13390441853505,20.97520180661183,20.08169957119924,19.693786582536514,19.46569391209584,19.322058639116104,18.875801047868546,18.66314836461049,18.510786971635635,4073.045647595469,9275.133547991309,13258.22445062982,16357.707389451874,18671.385440801863,28163.04316778983,34256.3158425899,39417.14921049681,1.0485377614910951,0.6207002237760023,1.0,4.0,0.3599164,0.7979589,111.256584,3.725150413873049e-08,1.0448493368837996e-07,0.2628223533045872,0.3565252841966408,0.094801115382419,0.2158809602808065,0.3085883573762982,0.3807295669604762,0.1549391070863881,0.2337028912550456,0.2842661571926838,0.3270918444658824,2406,0.1539031615148009
1520,1375009248,0.1343712660911977,38488132.0,53932920.0,63228904.0,71962430.0,21856880.0,50699744.0,73162830.0,92518744.0,9.825049257726354e-09,1.3767713075424544e-08,1.6140743398883048e-08,1.837019248892208e-08,5.579510137285804e-09,1.294236572028826e-08,1.867662546420886e-08,2.3617701983649224e-08,19.428967,18.8314,18.543598,18.340279,60345012.0,104632664.0,136391740.0,164481180.0,19.39398834161551,18.796423167512728,18.50862094812186,18.30530235223563,20.496621817872835,19.58307811670096,19.184865445421053,18.9300174420336,19.88227555207999,19.5159573262194,19.34330293588431,19.202827901170565,6329.235755369012,14681.443337772056,21186.23678628932,26791.252851116045,11145.249090199422,15617.699758731327,18309.59869471508,20838.61444937582,1.14002075355487,0.6289156154546363,1.0,4.0,0.22146371,0.7194634,157.80421,6.081620330543214e-08,5.8103698220956034e-08,0.5114047566877367,1.046684152493785,0.091743785519075,0.2128110313395148,0.3070995675945305,0.3883456155468796,0.169095017493083,0.2369507574511409,0.2777920786262821,0.3161621464294941,2409,0.20235650092062382
1523,1375009292,0.1429230098088991,54686430.0,74125850.0,84460260.0,90736030.0,4826035.0,9609549.0,12952642.0,15101130.0,1.2200670743782298e-08,1.6537649839809172e-08,1.8843280283654693e-08,2.024342110979724e-08,1.0766996316511084e-09,2.143912738006019e-09,2.8897647489154637e-09,3.3690973586422596e-09,19.572771,19.202017,19.03775,18.947695,59512468.0,83735400.0,97412900.0,105837160.0,19.547176951322182,19.176424139890297,19.012156123075112,18.922101849469765,22.27472125903092,21.526939267072304,21.20280086413346,21.036173695478062,19.63899790659867,19.30877267733537,19.16706621066056,19.089247578534707,1230.5846581627245,2450.3283972962463,3302.780063022677,3850.61875515081,13944.43227486317,18901.26752457447,21536.420176742544,23136.67619759516,0.7992335428002223,0.4555484437167776,1.0,4.0,0.6704704,0.9450228,4.6192822,9.479474477214853e-09,6.78250219770434e-08,0.1226251371137762,0.1397636755006486,0.1135821704706144,0.2261637311050301,0.3048444701929503,0.3554096282314051,0.1798845307608192,0.2438281869367932,0.2778219121006981,0.2984653702016894,2414,0.17322237541144997
1525,1375009328,0.1446970610298077,30514566.0,39711464.0,44400100.0,47219544.0,5036634.0,10411630.0,14242102.0,16758402.0,6.626499534761034e-09,8.623685215479129e-09,9.64186304933132e-09,1.0254128766236493e-08,1.0937482541989983e-09,2.260974770897341e-09,3.092794549603573e-09,3.6392308502667636e-09,20.150549,19.77759,19.607159,19.51261,35551200.0,50123096.0,58642200.0,63977944.0,20.134195598204464,19.761236222823,19.59080508573804,19.496255429823727,22.2559802852467,21.46753481252941,21.127396138747063,20.950749429304928,20.30006340368542,20.014040978987545,19.892870696623653,19.826026471693844,1252.010254369129,2588.1299292552635,3540.3120599999324,4165.817387055915,7585.332777041038,9871.510422816878,11037.017250780296,11737.873136372617,0.7660019246938108,0.412756024263214,1.0,4.0,0.575857,0.87328863,26.687372,1.0086748424966675e-08,3.5146176565807976e-08,0.2229957144496821,0.2869940865388921,0.1084341778267798,0.2241529092979258,0.306619555340434,0.3607933575348603,0.1885410371550588,0.2453662704210186,0.2743361090048502,0.2917565834190723,2418,0.20952004557015005
1528,1375009349,0.1488818420725552,40262100.0,57380388.0,67708240.0,75299530.0,4203252.5,9009428.0,12571924.0,15067075.0,8.213564377411421e-09,1.1705735764054091e-08,1.3812642590952738e-08,1.536128296375344e-08,8.574735154750226e-10,1.8379447342604886e-09,2.5647025324902917e-09,3.073719090718882e-09,19.970623,19.535423,19.329157,19.200657,44465350.0,66389816.0,80280160.0,90366600.0,19.9551692484172,19.51996951086837,19.31370286925155,19.18520359976608,22.5162592409404,21.688480663135827,21.326718616321862,21.130150842502893,20.06298212988693,19.67831521017868,19.498619127109823,19.383242416218103,985.1362580563024,2111.580947390746,2946.541440698481,3531.341050813302,9436.417515318828,13448.502124906894,15869.101910173116,17648.30633392111,1.902099608101363,0.8427593014736563,1.0,4.0,0.25366247,0.69410795,94.309,8.333839872944686e-09,4.909322569617169e-08,0.1451204199684291,0.1697553993976302,0.1028905948276051,0.2205398673807162,0.3077456534955072,0.3688238842961714,0.1673054618361272,0.2384387777839507,0.2813554423271381,0.3129003180527838,2421,0.16604059597408946
1532,1375009418,0.1358380799314891,26039946.0,35355750.0,40053150.0,43826680.0,15504232.0,34683852.0,49311556.0,61693404.0,6.491889810191986e-09,8.814367366861705e-09,9.985452298124709e-09,1.0926211603603976e-08,3.865283082022514e-09,8.646859271339217e-09,1.2293619027563329e-08,1.5380476523685785e-08,19.839163,19.27208,19.007524,18.8271,41544176.0,70039600.0,89364700.0,105520080.0,19.823605681477595,19.256522322712947,18.99196591478448,18.81154265504937,20.893755818425227,20.019563103734065,19.63750925165277,19.39428415399652,20.3307816038714,19.998731280385066,19.863289261876155,19.765535260258723,4390.335128682364,9821.430742852164,13963.56462530208,17469.73585362707,7373.732160077938,10011.692169508216,11341.860340742274,12410.403326613869,0.9547782995706152,0.5182008216588592,1.0,4.0,0.5448262,0.7083288,26.347471,4.018623790461085e-08,3.621792107878237e-08,0.5259692461682026,1.1095681010040332,0.096184220545837,0.2151696016266694,0.3059161863867076,0.3827299914407859,0.17924517684674,0.2433703170254091,0.2757048558875087,0.301679650240342,2426,0.22492820094583274
1534,1375009435,0.1336736758768046,25071644.0,35725556.0,42390308.0,48452548.0,4956736.5,10441649.0,14487466.0,17906348.0,6.473139245404823e-09,9.22382640536792e-09,1.0944570031098262e-08,1.2509753196710192e-08,1.2797583704027823e-09,2.695884215242508e-09,3.740456177749989e-09,4.623162331670925e-09,20.169722,19.702719,19.476196,19.308805,30028380.0,46167204.0,56877776.0,66358896.0,20.14011973405768,19.6731161501496,19.446593466052303,19.27920216585089,22.095960321673644,21.287026348361263,20.931467952975524,20.70143217111517,20.33599251771857,19.95150202775885,19.765783491381896,19.62065810228277,1450.8278087516608,3056.254111093357,4240.458515074154,5241.156544674242,7338.427245461923,10456.809324060898,12407.566268950235,14181.976424500166,1.2328081380569984,0.5966013978995224,1.0,4.0,0.7743187,0.9929845,142.44975,1.2339261095066205e-08,3.91512888785812e-08,0.2396412759502738,0.3151687856035616,0.1037142923939317,0.2184802569926129,0.303134632286345,0.3746708183271104,0.1653365718455606,0.2355944875180263,0.2795455215725474,0.3195234190638656,2429,0.15921142590048593
1535,1375009439,0.1398112401771947,6166262.0,7857107.0,8387937.5,8680014.0,31078896.0,56229720.0,72010410.0,81977360.0,1.4435343789098915e-09,1.839364724273469e-09,1.9636331221559962e-09,2.032008893164781e-09,7.275632709829548e-09,1.3163491222059978e-08,1.6857782724605076e-08,1.9191066019294425e-08,20.026688,19.437439,19.191242,19.060852,37245160.0,64086828.0,80398344.0,90657380.0,20.0067304312428,19.41748248927197,19.17128669612012,19.040896767302367,20.203240984602783,19.559489363356445,19.29091679446301,19.15016996256909,21.959349983855105,21.696247929259155,21.625267141981933,21.58810364596448,8292.84610783099,15003.903237576187,19214.685577574164,21874.19175680737,1645.356481930922,2096.528778835637,2238.1703760254545,2316.106586515086,1.3875438725950056,0.6730571755118021,1.0,4.0,0.4570796,0.87784535,49.594254,5.6487972675789044e-08,7.278541118504137e-09,0.8858563737389774,7.760892922139927,0.128799648857564,0.2330318739024724,0.2984312892244605,0.3397371880155031,0.1983274238910715,0.252710677829525,0.2697838248313872,0.2791780734480161,2430,0.18755301817725972
1537,1375009492,0.1379258502779439,37293628.0,48757356.0,52851116.0,55573664.0,29164830.0,58961416.0,79930936.0,95109640.0,8.993221887050285e-09,1.1757658171142084e-08,1.2744854057813085e-08,1.340138575218819e-08,7.0329923878731245e-09,1.421833062023422e-08,1.9275053302765458e-08,2.2935342786973537e-08,19.372885,18.848532,18.621412,18.484097,66458456.0,107718770.0,132782050.0,150683300.0,19.347637631175346,18.82328484225017,18.59616491961223,18.45885012316448,20.24186465906841,19.47759363817913,19.14722654986125,18.95845148730022,19.97492644953472,19.68391273188335,19.596378542659107,19.541840292689624,8003.024314847054,16179.404940464345,21933.57277924173,26098.73183845128,10233.62315035864,13379.34668331786,14502.69063647382,15249.790692837598,1.253959912847359,0.670529030854562,1.0,4.0,0.8298755,0.9754036,21.382816,6.346171909784635e-08,4.689711986819365e-08,0.5750488107017419,1.353211343654667,0.1108225965205526,0.224045760092631,0.3037271149930945,0.3614045283937217,0.1917649514309036,0.2507117693515767,0.2717617919537479,0.2857614872637716,2433,0.221315908179866
1539,1375009511,0.1424099791396587,17728280.0,20991320.0,22100140.0,23070110.0,18555594.0,42175972.0,60297380.0,75168930.0,3.98645886206593e-09,4.720200346884443e-09,4.969534295044218e-09,5.1876462729909165e-09,4.1724922983927374e-09,9.48387399527599e-09,1.3558733271571124e-08,1.690281452380196e-08,20.09707,19.495125,19.20657,19.015644,36283870.0,63167292.0,82397520.0,98239040.0,20.076358737059905,19.474412621566128,19.1858581915582,18.99493259341366,20.804455699035,19.912980021544765,19.524897755690883,19.28554695994504,20.85397643000729,20.67054432780392,20.614655436583828,20.568019570418667,4766.698909307255,10834.477983133587,15489.624785982884,19309.95296907624,4554.171991211425,5392.402096576668,5677.247469020843,5926.416527652802,1.5698737530254578,0.7370828957676024,1.0,4.0,0.8348901,0.9401824,159.95554,4.4117914089041815e-08,1.8863839776985507e-08,0.7004872265527562,2.338756279627378,0.0945759432104792,0.2149665825226093,0.3073292234276341,0.3831282508392773,0.211328152077127,0.2502247109958718,0.2634424476783057,0.2750046892486955,2435,0.3138532128645024
1541,1375009525,0.1372789006759922,23107128.0,33137096.0,39537936.0,45309250.0,5388343.5,11729208.0,16508206.0,20469302.0,5.629665075618128e-09,8.073298753252968e-09,9.632756211665817e-09,1.1038839319354156e-08,1.3127797539631123e-09,2.8576252976706358e-09,4.021948116730883e-09,4.987002783068488e-09,20.281801,19.78894,19.547377,19.373531,28495472.0,44866304.0,56046144.0,65778550.0,20.256551564089424,19.763690293184883,19.52212697302497,19.34828048979438,22.064852774492863,21.22031933104194,20.84924107824958,20.61573392187751,20.484125674120552,20.09270554815925,19.90095621382392,19.75302344595588,1492.9968457827297,3249.916984726031,4574.07802642375,5671.610936026044,6402.502111264627,9181.587571041708,10955.129469011374,12554.245630993151,0.6987522515344465,0.3867451635338467,1.0,4.0,0.72998065,0.99499273,64.98002,1.317935595143312e-08,3.4374559359891074e-08,0.2771455486924895,0.3834043075082116,0.0996088071987683,0.2168258796111935,0.3051704077829449,0.3783949054070931,0.1637742304734691,0.2348624667107076,0.2802291771786978,0.3211341256371253,2437,0.16503241253921538
1542,1375013672,0.1439966389305464,18907872.0,19628806.0,19307454.0,19077106.0,18318928.0,35753604.0,47564388.0,55508310.0,4.1498616547058864e-09,4.308090884421341e-09,4.237560984159151e-09,4.1870047745283375e-09,4.0206012716082765e-09,7.847129222420379e-09,1.0439336581632284e-08,1.2182852279853778e-08,20.088459,19.65717,19.45249,19.333963,37226800.0,55382410.0,66871840.0,74585416.0,20.073321672133208,19.64203080718875,19.437352033308745,19.31882581298709,20.84321102683902,20.117160888365508,19.807256074599028,19.63956555908084,20.808853717497588,20.768225999525782,20.78614792411685,20.79917988365054,4599.552594662756,8977.091352271023,11942.563802611729,13937.143651092869,4747.429378427396,4928.441435215477,4847.756868440491,4789.917645689226,1.4538486048638997,0.6779668441791571,1.0,4.0,0.847007,0.95505893,37.99929,3.448991935551472e-08,1.6882518297814718e-08,0.6713701146178614,2.0429367436697774,0.1165731861002317,0.2275195509366276,0.3026778548616258,0.3532294081015148,0.2458082810720755,0.2551805663628444,0.2510029508393515,0.2480082017257285,2438,0.3392946306316662
1543,1375015010,0.1704079275824117,68599390.0,121439130.0,157624020.0,186094140.0,10113739.0,24560426.0,35785520.0,44223510.0,1.0390497325932061e-08,1.8393937483120504e-08,2.38747284078178e-08,2.8186993886543346e-08,1.5318907611746023e-09,3.720077068743355e-09,5.4203009493002704e-09,6.698372650740156e-09,19.652466,18.981705,18.67639,18.486765,78713130.0,145999550.0,193409540.0,230317660.0,19.63824892411804,18.967488054138183,18.66217160592652,18.47254777322388,21.866086963516235,20.902776960235595,20.494098905426025,20.26423359284973,19.787565711837768,19.167471174102783,18.88431096444702,18.70403552423096,1792.937763543276,4354.007932154495,6343.960026721777,7839.828508509124,12161.123958439854,21528.38891047,27943.16622389384,32990.26395192843,1.1928166365819586,0.6573277817766633,1.0,4.0,0.2695506,0.4704804,171.75229,1.7370641429958383e-08,8.084615710341369e-08,0.1768601877616301,0.2148605145510799,0.0881885397338833,0.2141589124474828,0.3120379202572457,0.3856146275613881,0.1285219373560469,0.227517642315275,0.2953106860212958,0.3486497343073824,2439,0.10218304326548552
1545,1375015015,0.1565407345037821,23975868.0,36287656.0,43198256.0,48089256.0,22769142.0,51099760.0,72573530.0,88668280.0,4.380472643165811e-09,6.629878677315438e-09,7.892468338144437e-09,8.786071243962924e-09,4.159999848482819e-09,9.336100532930597e-09,1.3259430885561132e-08,1.619999766499902e-08,20.006247,19.326963,19.02158,18.840708,46745010.0,87387416.0,115771784.0,136757540.0,20.01339245218557,19.334109310095727,19.028724912589013,18.847853425925194,20.79436469454092,19.9166839160375,19.535785201971947,19.31831050295156,20.738294605200707,20.28833318132681,20.09906578439993,19.982611421530663,4811.207881337313,10797.580077977642,15335.075524792395,18735.95345459564,5066.1979859113335,7667.72850972103,9127.959116512162,10161.4440770963,1.09307118698768,0.5769721111617244,1.0,4.0,0.5271129,0.76469725,7.605949,4.2955528931973576e-08,2.7688890902588613e-08,0.6080526817626711,1.5513632536280066,0.0968443158168956,0.2173433950310272,0.3086781809947779,0.3771341081572992,0.1582033484673354,0.2394419501073065,0.285040912518818,0.31731378890654,2441,0.1652131159371142
1554,1375015233,0.1571968858098436,44930132.0,61460216.0,70744056.0,77885470.0,64282060.0,150832400.0,217554540.0,268577020.0,8.13361033286391e-09,1.1126017899090036e-08,1.2806652633222924e-08,1.4099448867744597e-08,1.163685114802949e-08,2.7304884401483543e-08,3.938345631557072e-08,4.861995231657833e-08,19.109459,18.387798,18.055529,17.855993,109212190.0,212292600.0,288298600.0,346462500.0,19.10144026396165,18.379780603622294,18.047510935043192,17.847976042007303,19.67689330694565,18.750881506179667,18.35319693205247,18.124446226333475,20.065773082946635,19.72563202497849,19.572892738555765,19.46847612974534,13466.126107261578,31597.11257773212,45574.42806333733,56262.821738943385,9412.191762075898,12874.998585759073,14819.8191741397,16315.84414421488,1.6991046783510528,0.9346164521199204,1.0,4.0,0.954615,0.9720322,35.97749,1.269451441816621e-07,4.616572973292146e-08,0.7333169852998339,2.749768655287041,0.0916683548566151,0.2150919503611405,0.3102401396526691,0.3829995551295752,0.176182871489561,0.2410017006243799,0.2774059818432897,0.3054094460427694,2459,0.22168168339537975
1559,1375015293,0.1840194911870267,100655460.0,166949020.0,206579940.0,236496200.0,19643124.0,43785204.0,61113644.0,73461736.0,1.2852218825608961e-08,2.1316932093371893e-08,2.6377215559896144e-08,3.019708167303981e-08,2.508137699628373e-09,5.590725923691821e-09,7.803312545876295e-09,9.379981566391142e-09,19.357012,18.748325,18.488567,18.329407,120298580.0,210734220.0,267693580.0,309957920.0,19.350600160478542,18.741912759660675,18.482155717729523,18.322994626878693,21.318224586366608,20.447932399629547,20.08590570819278,19.88609782588382,19.54415789973636,18.994791425584747,18.763530172227814,18.616690553544952,2969.683496436763,6619.528253251675,9239.271233953998,11106.081845373765,15217.273284351995,25239.65590139668,31231.146756832848,35753.92942751027,1.5545952717492566,0.8398345155195699,1.0,4.0,0.5606719,0.7866028,139.93938,2.5282157735587626e-08,9.07434481519168e-08,0.2179015359773305,0.2786113748147609,0.0992058349068828,0.2211332715562054,0.308648924302991,0.3710119692339207,0.1416324391185271,0.2349142294436599,0.2906791124128304,0.3327742190249825,2467,0.1096885125560425
1565,1375015419,0.1545431116032047,36725196.0,46276228.0,50543508.0,53569630.0,13401738.0,29536506.0,41471960.0,49994136.0,6.9022076910747125e-09,8.697248003474267e-09,9.499249108572673e-09,1.0067985117870569e-08,2.518749763483856e-09,5.551150782522618e-09,7.794323777451436e-09,9.395999235363321e-09,19.918184,19.469007,19.25871,19.130342,50126936.0,75812740.0,92015470.0,103563770.0,19.908736547787225,19.459559521038567,19.249262413342034,19.120894274075063,21.34101231988195,20.48301657136205,20.11452873643164,19.91161664422277,20.24650414880041,19.99551971848729,19.899751743633782,19.83661850388769,2908.0044853321906,6409.04574579159,8998.88093008247,10848.09156606096,7968.899330034621,10041.350174596171,10967.289373584856,11623.919628382277,0.8512139146392497,0.4658630097552529,1.0,4.0,0.12656061,0.65186524,6.887252,2.526022355882124e-08,3.516668992099222e-08,0.4180293532162585,0.7182998788708027,0.0997120497582564,0.2197586322616387,0.3085610313171533,0.3719682866629514,0.1962712578105941,0.2473150114290698,0.2701205763778811,0.2862931543824549,2481,0.2550384792999853
1566,1375015423,0.1734511007482109,34289040.0,57914484.0,73190456.0,84562300.0,19578496.0,47583150.0,69129420.0,85219950.0,4.993725996550092e-09,8.434446648683893e-09,1.0659181220775617e-08,1.2315334103689856e-08,2.8513381031784022e-09,6.929829997787391e-09,1.0067748113876812e-08,1.2411111564110486e-08,20.107481,19.377691,19.052633,18.861067,53867536.0,105497630.0,142319870.0,169782260.0,20.08984638852193,19.36005665463522,19.03499914807394,18.843432203951625,21.18871523541525,20.2245314280422,19.81900645894125,19.591810242358,20.580275789919643,20.01119567555502,19.757028357210903,19.6002216498287,3345.9073106481155,8131.8138572390035,11814.012238566494,14563.840133372678,5859.892973511934,9897.413840067184,12508.022595485152,14451.447186182208,1.81907629250616,0.8550898051271961,1.0,4.0,0.5380735,0.88831055,87.326904,3.2260027778953095e-08,3.6402687969699466e-08,0.4698332628881806,0.8861992068951865,0.0883861211910585,0.2148115349166182,0.3120811847200639,0.3847211591722593,0.1371801301637545,0.231698518215641,0.2928128850639223,0.3383084665566822,2482,0.12654907442868313
1568,1375015443,0.1637939529753396,17954436.0,19726652.0,19733696.0,19699982.0,24430626.0,42493996.0,53350960.0,60275536.0,2.968446538747893e-09,3.261450977756572e-09,3.2626155513836046e-09,3.257041554516008e-09,4.039169244755439e-09,7.025626148491252e-09,8.820631751549371e-09,9.965487832882608e-09,20.238276,19.821472,19.646744,19.548916,42385064.0,62220650.0,73084660.0,79975520.0,20.2213835852067,19.804580225221347,19.629850401155185,19.532023681871127,20.819579376451205,20.218597664109897,19.971560253373813,19.8390638964097,21.153986467591952,21.05178238319559,21.05139495300455,21.053251041642856,4700.761848931459,8176.377498195948,10265.40051911636,11597.76865422276,3454.6608070203138,3795.657758952388,3797.0124294595953,3790.526902839099,0.7617065539418045,0.4117174982299621,1.0,4.0,0.9435363,0.9539075,51.97472,2.9850914977678667e-08,1.2749554622404081e-08,0.7007179793534644,2.3413291028022147,0.135311459486956,0.2353570778848727,0.295489618725427,0.3338418439027442,0.232827462744658,0.2558090113125143,0.2559003095657052,0.2554632163771222,2484,0.25711286668188726
1570,1375015463,0.1736099055834497,39046096.0,56706176.0,66709612.0,74587860.0,3388282.2,6684323.5,8894787.0,10502460.0,5.674989292647602e-09,8.241718887893184e-09,9.69562583921019e-09,1.0840656182260593e-08,4.924555260950946e-10,9.71504634172874e-10,1.2927751585652775e-09,1.5264355732613263e-09,20.370522,19.934755,19.743448,19.615116,42434380.0,63390500.0,75604400.0,85090320.0,20.35092706481788,19.91516108314368,19.723854015272583,19.595521638792484,23.0952727297959,22.35757822791907,22.047382543486087,21.86699385444495,20.4412781695542,20.036146591108768,19.85975141326758,19.738551328581305,577.9508517164656,1140.1676348666608,1517.2144930410818,1791.4407884076018,6660.222410484652,9672.558467166757,11378.877831940752,12722.705328429336,0.9485234865211172,0.4818799524143019,1.0,4.0,0.8638691,0.97621274,10.337239,4.283170892094573e-09,3.4452990202011575e-08,0.1105729316255418,0.1243193478523614,0.1149745101703189,0.2268189672902434,0.3018266910458423,0.3563798314935953,0.1647168830013468,0.2392162878602813,0.281416020819343,0.3146508083190289,2486,0.12732118636950301
1571,1375015464,0.1555879940079878,74895230.0,129967016.0,167679630.0,197546800.0,15241863.0,35961544.0,52224180.0,64637036.0,1.3868773472007348e-08,2.40667262509135e-08,3.105018518670908e-08,3.658085822739712e-08,2.822421818749507e-09,6.659202324142844e-09,9.67064647167817e-09,1.196920524298493e-08,19.29194,18.629396,18.323618,18.132685,90137096.0,165928560.0,219903800.0,262183840.0,19.286773730320807,18.624229956669684,18.31845097641456,18.12751822571265,21.21643715004432,20.28443746666419,19.879353571934576,19.64782886604773,19.487897683186407,18.889449168248053,18.61283116440284,18.43485884766089,3261.5582555988312,7695.290395166498,11175.28406327071,13831.47364572562,16026.582619012845,27811.23870806425,35881.24752365599,42272.35673394735,0.9864897662598128,0.5924381409044217,1.0,4.0,0.7567629,0.9820008,90.507935,3.112147585755545e-08,1.0556654313702705e-07,0.2276825436967443,0.2948043781552294,0.0906905226069893,0.213974380605402,0.3107386937638801,0.3845964030237285,0.13137466458975,0.2279769957172855,0.294129258279296,0.3465190814136684,2487,0.10448734194649026
1573,1375015496,0.1629892233737653,48305384.0,65977850.0,75932250.0,84339310.0,26826048.0,54719596.0,75531160.0,91788140.0,8.073803111868866e-09,1.102759381967944e-08,1.2691381001110708e-08,1.4096545167722618e-08,4.4837287080775405e-09,9.145880202980894e-09,1.2624343236110066e-08,1.5341549347244202e-08,19.60681,19.092117,18.845596,18.681797,75131430.0,120697440.0,151463410.0,176127460.0,19.588800222816385,19.07410815471641,18.827585728111185,18.66378739589683,20.7069619011306,19.93299678081504,19.5830388378524,19.37138751262657,20.06836488956443,19.72985938304893,19.577288181724462,19.46327880138389,5214.530830674827,10636.562287900577,14681.974480252447,17842.05997742625,9389.750318860522,12824.966718895175,14759.944596660684,16394.133958776274,1.3451907089779322,0.697778406909924,1.0,4.0,0.6049552,0.89366305,69.8624,4.159550149441272e-08,4.588932310038163e-08,0.4754596204207031,0.906430940375662,0.1077936347031875,0.2198766767309105,0.30350254802138,0.3688271405445218,0.1759408323626889,0.2403083407887705,0.2765650682689072,0.3071857585796332,2491,0.18005580705654753
1574,1375015498,0.1818893588424639,268217940.0,441638800.0,550872500.0,631037300.0,214890130.0,456436220.0,637616700.0,771920400.0,3.514756255220269e-08,5.787281449723202e-08,7.218691752660385e-08,8.269179544226693e-08,2.8159429797305944e-08,5.98118833464974e-08,8.355396761299338e-08,1.0115326168166465e-07,17.81669,17.143518,16.839312,16.65919,483108060.0,898075000.0,1188489200.0,1402957700.0,17.81492975003327,17.141757276125798,16.83755185849274,16.657429006167302,18.69449880368317,17.876589562960515,17.513640191622624,17.30610873944367,18.45382001645173,17.912371423312077,17.67241266018952,17.52490070111359,33281.31506691277,70691.00806533599,98751.55053021468,119551.90594959064,41540.52619166304,68399.26432922935,85316.87426576954,97732.66008668503,1.5363757480952789,1.226658274392287,1.0,4.0,0.38730407,0.85596865,27.221567,2.7267854243846135e-07,2.4789909001830546e-07,0.5237999588103833,1.0999574122755738,0.1032696751427482,0.2193494284628888,0.3064193984701203,0.3709614979242425,0.1417817055608429,0.2334530937562209,0.291194480558806,0.3335707201241301,2492,0.10295995881999226
1579,1375015566,0.1552582331552698,175689100.0,236037090.0,266282370.0,291502180.0,73711890.0,142624370.0,191448960.0,229115940.0,3.26856279701814e-08,4.3912909539943976e-08,4.9539817262857144e-08,5.423177162880488e-08,1.3713537952694616e-08,2.6534182780742574e-08,3.561762889552512e-08,4.262528500228665e-08,18.185747,17.732365,17.526466,17.386694,249401000.0,378661440.0,457731330.0,520618100.0,18.177026691353184,17.72364515296207,17.51774686804996,17.37797397605167,19.500428619301186,18.783787670051915,18.46413988105045,18.26913494101749,18.55740922919498,18.236822070991856,18.105915965950352,18.00766843787418,15842.676429588411,30653.843228455327,41147.55624804871,49243.17237918067,37760.37584132239,50730.73699392837,57231.30035164316,62651.6661207764,1.8135016305853653,1.095150725734923,1.0,4.0,0.8492784,0.9892471,35.11043,1.1849063463124897e-07,1.8037012640178738e-07,0.3964743789772753,0.6569303088948755,0.1157352246322627,0.2239349801566081,0.300594516753651,0.3597352784574781,0.1812143620107763,0.2434599215146284,0.2746565241789959,0.3006691922955994,2499,0.17476784663066822
